drug_name,drug_id,drug_target,target_pathway,feature_name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,tissue_type,screening_set
Camptothecin,1003,TOP1,DNA replication,TP53_mut,51,11,0.1698251420274775,-1.6101162996198697,-1.3557113919853478,,,0.5951871971745499,-0.2544049076345216,1.5193897389556177,1.3863703134981564,0.6113354716388892,,,60.28615792371801,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,U2AF1_mut,3,59,1.0306814441582186,-3.0016046257811007,-1.4919312324594725,,,0.2952420207570302,-1.5096733933216282,1.868380334730796,1.4488099843233728,0.08672688864529458,,,37.16866656226912,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD1,38,24,0.1250422257262669,-1.6375088902646298,-1.4501424484331766,,,0.6427248256124544,-0.18736644183145312,1.4288116002495153,1.604086051461341,0.6332718015082617,,,60.28615792371801,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD2,5,57,0.6845950645610784,-0.6366067070923989,-1.646416193982284,,,0.2528060415434954,1.0098094868898853,1.6703539247731367,1.4600965254809004,0.14738745089099867,,,44.216235267299616,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD3,11,51,0.2114150323633796,-1.8251884460577508,-1.5088565428591552,,,0.4265041140969481,-0.3163319031985956,1.0687518774457794,1.5678352803170186,0.5272288904889468,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD5,4,58,0.1985592956022268,-1.84350172197145,-1.545771546630455,,,0.7251618340534175,-0.2977301753409951,1.5094209911105283,1.4989257046798126,0.7022660905566688,,,63.842371868788085,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD6,5,57,0.01654710802631209,-1.5421414957649726,-1.566983317782935,,,0.977689337523464,0.0248418220179627,1.8274544714388472,1.4752234558067765,0.9718170363895324,,,69.41550259925233,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD7,4,58,0.6060662666565345,-0.7233831969542419,-1.6230211000799175,,,0.3495309894990468,0.8996379031256755,1.6119257415245078,1.4773712470763944,0.24567861056727647,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD9,3,59,0.16178779482274772,-1.333985411984829,-1.5767254297711473,,,0.8815235262443024,0.2427400177863186,2.4800743526776023,1.4548572709878578,0.7855145068472618,,,64.45167567868319,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD10,9,53,0.2306988922239132,-1.2699142534650507,-1.615085439835221,,,0.5418167830073931,0.3451711863701701,1.5243243164546587,1.4918236340933029,0.5246767257259215,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD11,10,52,0.635104675825245,-0.7869217427815427,-1.7146065223968605,,,0.0800943500476246,0.9276847796153175,1.4054722847934005,1.4702075031009405,0.07082117521427064,,,37.16866656226912,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD12,5,57,0.6175683459660664,-2.405174961409556,-1.491278627814112,,,0.16526199246680878,-0.9138963335954435,1.1856919932606995,1.4986326868380504,0.19050130469355295,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD13,6,56,0.5004018092311143,-0.893976710548869,-1.6368731487349812,,,0.27723342466969614,0.7428964381861122,1.4478550723755608,1.4878952601772248,0.2486657576020505,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD14,7,55,0.08700762182927634,-1.68081076519913,-1.5502378406556043,,,0.8450566460918189,-0.13057292454352545,1.6218509157031722,1.4866370256169414,0.8290870942598576,,,65.45424428367298,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD15,7,55,0.3065145879119491,-1.1587360685824204,-1.616683711134095,,,0.44494885454522026,0.4579476425516746,1.4079065944387603,1.5033150957814057,0.44797337229136,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD16,7,55,0.24358424392937092,-1.2415674921658026,-1.606141529950755,,,0.517761940395465,0.36457403778495273,1.3205884688834293,1.5150115261027193,0.5461457315099727,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD17,5,57,0.5305128183058895,-2.2894368113897148,-1.5014310971140985,,,0.03294808041871227,-0.7880057142756163,0.5588687124919196,1.53022755145113,0.2598829319574118,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD18,7,55,0.06301075969316249,-1.6488800308115557,-1.5543017523049325,,,0.888932619226968,-0.09457827850662313,1.6474055464805308,1.4838257468105505,0.8757579043324653,,,66.13613639856376,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD19,6,56,0.2867890745462888,-1.9524317132099,-1.523467255592728,,,0.5414371179184356,-0.42896445761717206,1.5489697660204835,1.490816487175846,0.5069291635266264,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD21,7,55,0.2464836574219536,-1.2377417871162837,-1.6066284378661493,,,0.5533753458252396,0.3688866507498654,1.4810843225440573,1.4983104848106792,0.5413932656307197,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD22,7,55,0.25850822524388445,-1.908075115125205,-1.52131328702865,,,0.34730537586882004,-0.386761828096555,0.8855418828453997,1.549188165266478,0.521912224369734,,,58.51561409035424,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD23,4,58,0.2407919382136125,-1.9025472343392995,-1.5416994423292236,,,0.43886281959627393,-0.36084779201007594,0.7572641385072849,1.52767180530515,0.6430523511863253,,,60.28615792371801,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD25,4,58,0.06456066074974316,-1.4743203592509373,-1.5712323302663522,,,0.9151556809677808,0.09691197101541515,1.642446161415523,1.4932895610183317,0.9010307543417171,,,66.13613639856376,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD27,15,47,0.537399199322366,-2.160502274004175,-1.3749196272848845,,,0.07568159607558794,-0.7855826467192909,1.4125362454815713,1.476497122908102,0.074966574757356,,,37.16866656226912,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD28,12,50,0.5649703199310875,-0.8979139171048569,-1.725075791743878,,,0.1840232035331311,0.8271618746390209,1.9401237656451116,1.3340667631563357,0.08392651923621886,,,37.16866656226912,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD29,10,52,0.3868210081424702,-1.0829293968239635,-1.657681973542549,,,0.22880505584529776,0.5747525767185855,1.283149245478005,1.518798983699348,0.2670704158773436,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD30,7,55,0.47252290322559903,-2.187135537243952,-1.4857965060317182,,,0.31213722892542456,-0.7013390312122337,1.6268227027460518,1.4675464986044129,0.2436494738001181,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD31,4,58,1.4228777762848708,0.3180171888410948,-1.6948418163416648,,,0.01918166647025615,2.01285900518276,0.9822885680317107,1.4337878331408125,0.00781339371282329,,,23.440181138469896,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD32,3,59,0.6484987148696953,-0.6476340720128954,-1.6116246504476863,,,0.1628176807452806,0.9639905784347907,0.8138687151478106,1.5043351774374998,0.27757972247130297,,,46.263287078550505,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD34,19,43,0.49125081394503034,-1.066518565256212,-1.7852303221531196,,,0.05813529097074701,0.7187117568969077,1.2360261593237374,1.5501664334294871,0.07959952836493193,,,37.16866656226912,LUAD,GDSC2
Camptothecin,1003,TOP1,DNA replication,cnaLUAD35,5,57,0.13171188289128208,-1.3833089443686228,-1.5809159977299836,,,0.8008445871495428,0.19760705336136075,1.5939529139611286,1.4933834600877638,0.7786152333120319,,,64.45167567868319,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,ARID1A_mut,3,48,0.830351323755669,-0.4254610006625794,-2.420616956710083,,,0.10006309963064214,1.995155956047504,1.3219040680626235,2.438174336136928,0.16922658434246024,,,14.912656489090054,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,EGFR_mut,5,46,0.07215633897772702,-2.4626713882230464,-2.285926956151228,,,0.899017099605461,-0.17674443207181856,2.8404253585517254,2.411647721709669,0.8788435594790542,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,KRAS_mut,18,33,0.486615666608878,-3.053865253482648,-1.8938309806480011,,,0.10714821441239784,-1.1600342728346464,2.4047270073910574,2.3727334296252525,0.10315799007475998,,,11.56980829238208,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,SMARCA4_mut,11,40,0.23224748246269808,-2.7474395323578094,-2.1811040517033957,,,0.4453121411676453,-0.5663354806544141,2.0115952049195203,2.536415156911469,0.4983439841430252,,,23.063294592774337,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,STK11_mut,8,43,0.7500086500804803,-3.795859337752303,-2.025560981908216,,,0.10043175491259249,-1.770298355844087,2.555258784816508,2.3263024172518048,0.05717098426488615,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,SVEP1_mut,3,48,0.5133773597170821,-1.1283301019961451,-2.376687637876735,,,0.47859934442263,1.2483575358805898,2.486057219122147,2.4293148424063147,0.39253439253226546,,,20.9030856819736,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,TP53_mut,40,11,0.3070722043166943,-2.464194383260496,-1.718020144877444,,,0.35102973404426885,-0.7461742383830515,2.47825572281448,2.231660694277158,0.37149650719635696,,,20.9030856819736,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD1,31,20,0.06266631144242917,-2.2430740675243217,-2.396535041540887,,,0.8183158036858037,0.1534609740165651,2.6663145593188617,2.0592750453353097,0.8279496130527094,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD2,5,46,0.8850652389001613,-0.414300978557548,-2.508575913723565,,,0.06495201277954941,2.094274935166017,1.878072178469938,2.4048395360755,0.06612249388057127,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD3,9,42,0.19214228631893476,-2.689860405963976,-2.220410792152284,,,0.642978278371157,-0.46944961381169215,2.7396528873235897,2.3811042108407885,0.6032630537605292,,,26.22882842437084,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD5,4,47,0.444896312865687,-3.3003857464782955,-2.2183926369820965,,,0.3349561851784723,-1.081993109496199,1.8390574207166135,2.4657347707914585,0.39715862795749823,,,20.9030856819736,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD6,4,47,0.2206759633425883,-1.8059027836286596,-2.3455826763735548,,,0.5377935497562716,0.5396798927448954,1.45229720356307,2.49666652843886,0.6736455868067215,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD7,4,47,0.7053579994312053,-0.7396272645813197,-2.436329529058435,,,0.18644759874556527,1.6967022644771153,1.986313788367956,2.430273685685235,0.181864726768278,,,14.912656489090054,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD10,6,45,0.11696944578444649,-2.05057575716783,-2.336945386245883,,,0.7934799793490451,0.28636962907805286,2.40983937455002,2.452569019825464,0.7889562997036473,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD11,9,42,0.7477297003772557,-0.8545820843938317,-2.6136847182030287,,,0.03836078121964015,1.7591026338091975,2.0093127036516445,2.413887568483315,0.04721038370471651,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD12,3,48,0.2650112624084647,-1.693389899063008,-2.3413714005600563,,,0.5745143947175215,0.6479815014970483,1.6438052443267706,2.4734557737983565,0.6580583669553715,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD13,5,46,0.12751891705739346,-2.5848419770102358,-2.2726475443265337,,,0.810451033786048,-0.3121944326837016,2.634745238442306,2.430948046669726,0.7876800584171485,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD14,6,45,0.43645330821965744,-3.2372219951207306,-2.178725887852163,,,0.39460174740444454,-1.0584961072685677,2.693419290874933,2.392843576823003,0.3201997950577779,,,20.012487191111124,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD15,5,46,0.6203064193551568,-0.9561164568288048,-2.4496829269549494,,,0.24780846863490616,1.4935664701261453,2.420020510566426,2.406697862775669,0.19386453435817064,,,14.912656489090054,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD16,5,46,0.9026543034026163,-0.3793564025088719,-2.5123742372071165,,,0.14725007630706088,2.1330178346982445,2.641877382198871,2.336656419348549,0.06109106268214735,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD17,4,47,0.05625150806955002,-2.430249498471211,-2.292446785748657,,,0.8499685977122805,-0.13780271272255362,1.1840543751247263,2.51023558003931,0.9144358849198205,,,26.89517308587708,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD18,6,45,0.0646142534938258,-2.4429071188022493,-2.2846345380279605,,,0.8110119107681231,-0.15827258077428885,1.281571535112815,2.5485745171754672,0.882423721505072,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD19,5,46,0.1142029597690102,-2.555475000777649,-2.2758396069605102,,,0.8420700220696803,-0.2796353938171388,2.859595591031983,2.408656433337213,0.8093858151891142,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD21,5,46,0.53685425165328,-1.1323157003042883,-2.430530835272832,,,0.33358494428958074,1.2982151349685431,2.5816619831413607,2.403120142464308,0.2597953081474821,,,18.556807724820157,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD22,6,45,0.12037661566128384,-2.043226882233548,-2.337925236237121,,,0.6526090361801333,0.294698354003573,1.2550368205912268,2.54861634405086,0.7829652086780976,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD23,4,47,0.8428101787131846,-4.157333783865292,-2.1454608891193736,,,0.1328189868444267,-2.0118728947459186,1.9875590551565407,2.4108590393518137,0.11204634398025774,,,11.56980829238208,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD25,3,48,0.6516253944486116,-0.8187035080293144,-2.396039299999662,,,0.07018277540444101,1.5773357919703477,0.9360178671971991,2.4640297001100855,0.2788917413899873,,,18.59278275933249,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD27,13,38,0.514569374753818,-3.2189569809515044,-1.989988320307952,,,0.15821244214586866,-1.2289686606435528,2.7003065035929854,2.2780106022466797,0.1156980829238208,,,11.56980829238208,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD28,8,43,0.2571309938125598,-2.832017305305857,-2.2048804298052294,,,0.5266309995611245,-0.6271368755006281,2.4887176995444946,2.430589267114351,0.5073924810410353,,,23.063294592774337,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD29,6,45,0.08299073473808218,-2.4825983660844027,-2.279342371723674,,,0.8950725353628317,-0.20325599436072883,3.5086056138857646,2.2980459840466207,0.8493514505270665,,,26.740112772880977,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD30,6,45,0.8433699898881126,-4.060201255563565,-2.0689953197931175,,,0.01643825173899431,-1.9912059357704472,1.4220363483238496,2.445001246370309,0.05808333982131092,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD31,4,47,1.097155640415058,0.06892039355480525,-2.5051420957083175,,,0.02290813061180151,2.574062489263123,1.3824991381708565,2.395541769773108,0.0403052512459175,,,9.446070554367328,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD34,14,37,0.2114082445098509,-1.929207719292495,-2.444786185242616,,,0.5316473644408393,0.5155784659501206,2.6665312536557435,2.35112262068136,0.5036333359729149,,,23.063294592774337,LUAD,GDSC2
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaLUAD35,3,48,2.2823351039311928,2.312333781025314,-2.591729130565576,,,0.00096142405282608,4.90406291159089,0.8321201344400126,2.1872196430339548,0.00035902215933486,,,0.3590221593348615,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,ARID1A_mut,3,48,0.6068179532199094,5.022796768806735,4.107028078727029,,,0.4705822696264674,0.915768690079706,1.7897172184271422,1.4960258533574882,0.3128988160670836,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,EGFR_mut,5,46,0.525911522320147,4.875275622305321,4.083246955951979,,,0.25130648423043195,0.7920286663533433,1.2810695767480882,1.5244005492378458,0.26950873617310594,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,KRAS_mut,18,33,0.3422620436007495,3.827757801603759,4.342609019892423,,,0.24423124022168827,-0.5148512182886648,1.4608998084868816,1.5267948371152356,0.24843275285204797,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,SMARCA4_mut,11,40,0.17606092856620084,3.95087831006134,4.218651916866072,,,0.682840906269768,-0.2677736068047323,1.9984941927825153,1.3719354106678494,0.6073882740281231,,,70.08326238786039,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,STK11_mut,8,43,0.26729014697825515,3.8188836873282,4.224527176434697,,,0.47829230406879886,-0.40564348910649706,1.41212075786175,1.5344922191054895,0.49084261542679575,,,65.60167441431382,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,SVEP1_mut,3,48,0.7204235583496176,5.179832256222131,4.097213360763568,,,0.10424962814045874,1.0826188954585634,0.7399226643573336,1.5267831477628115,0.23187347292990565,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,TP53_mut,40,11,0.2091469260665763,4.092364624406647,4.410104828095609,,,0.49421042927130526,-0.3177402036889623,1.5775710273764965,1.266213453448363,0.5418477003166218,,,67.73096253957775,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD1,31,20,0.05416679707567951,4.193280166308542,4.110702646487641,,,0.845383300436055,0.08257751982090066,1.6192280273145765,1.3615893514149402,0.8509812841280188,,,82.3530274962599,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD2,5,46,0.19947405775731028,4.434781036959486,4.1311268021852205,,,0.617397127381369,0.3036542347742648,1.1790932065320625,1.549104345975304,0.6737046800241135,,,73.45808405324532,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD3,9,42,0.33559502425764426,3.742957490501888,4.250455254066681,,,0.32619936406656713,-0.5074977635647935,1.310112635681265,1.5485979148773443,0.3653785646071087,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD5,4,47,0.4100343559253872,3.588225681333788,4.209634794893244,,,0.5880839282233588,-0.621409113559456,2.029630158410531,1.4757666984048303,0.43492552780587934,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD6,4,47,0.1250740998805696,4.336578456454435,4.145945197010636,,,0.8050401458749515,0.19063325944379983,1.3661161039506042,1.5339043912474006,0.8112249477097523,,,81.12249477097524,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD7,4,47,0.6227149707628179,5.023596512856022,4.087475575189224,,,0.1233688904510794,0.9361209376667983,0.8917843737347374,1.534730276224691,0.23760977315565432,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD10,6,45,0.04937695448676692,4.094461948358986,4.169754808781415,,,0.9130749882416352,-0.07529286042242855,1.525909708988194,1.524738810668988,0.9100102408172934,,,82.729629814355,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD11,9,42,0.3231485911487468,4.563581363485521,4.074607281284473,,,0.368732649077424,0.48897408220104666,1.403550786058506,1.5336287815994167,0.3832849399222156,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD12,3,48,0.7629840131823792,3.0836666620155264,4.22822371040148,,,0.01414963865445679,-1.1445570483859533,0.43826630137926953,1.5290203872327766,0.2058510738553564,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD13,5,46,0.1653120233808851,4.388005282224355,4.136211123352084,,,0.6464295731607258,0.2517941588722712,1.0485325937701884,1.5583528391612969,0.7270471472635744,,,75.21177385485254,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD14,6,45,0.3640312449155186,3.674511262451216,4.225748233569118,,,0.287603022984343,-0.5512369711179024,1.0435596174349282,1.5587779335011671,0.4063236928302747,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD15,5,46,0.6186330260453318,4.99725145663626,4.06998871308992,,,0.10822547263905348,0.9272627435463399,0.9872122171638642,1.5361460558984346,0.19504908198295656,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD16,5,46,0.7175957346091274,5.125390092821901,4.0560606004610475,,,0.13762035355305913,1.069329492360854,1.2745858701179358,1.5078268687998728,0.13396036528771146,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD17,4,47,0.6294492958709412,3.289136140664952,4.235089223886336,,,0.08300795114531621,-0.9459530832213838,0.7678443049864518,1.538612676670073,0.23264641949720252,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD18,6,45,0.04098234623745458,4.216039324315452,4.15354449198722,,,0.931741897920133,0.06249483232823216,1.6251171715587909,1.5131150904894006,0.925258513533268,,,82.729629814355,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD19,5,46,0.41021887850374994,3.60094249231786,4.2217614266027885,,,0.2944278815283699,-0.6208189342849293,1.0937756206802731,1.5451784099097463,0.38791885364455225,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD21,5,46,0.5265681385931622,4.876145364145304,4.083152418795458,,,0.3964035832465944,0.7929929453498444,1.8331101709436064,1.4733737490821293,0.26891873274850936,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD22,6,45,0.34947626078237026,3.6936998351268766,4.223189757212364,,,0.4570692190560657,-0.5294899220854865,1.5423605373971008,1.5119661289269948,0.4252185858191275,,,62.13221825798279,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD23,4,47,0.2121053384539293,3.8632972706862607,4.186224446863246,,,0.7113163442257654,-0.32292717617698496,1.5465637266472263,1.520901306062512,0.6856087844969561,,,73.45808405324532,LUAD,GDSC2
Cisplatin,1005,DNA crosslinker,DNA replication,cnaLUAD25,3,48,0.04682781578720712,4.093686775609632,4.165097453301848,,,0.9656580873323498,-0.0714106776922163,2.5306767988029586,1.4669509365337017,0.9376024712293565,,,82.729629814355,LUAD,GDSC2
